acao,pessoa1,pessoa2,valor,rodada,jogo
imposto,EmpMaq|PrefeitoAT,EmpSem|FiscalAT,159.0,1,9
imposto,AgCD1|PrefeitoCD,EmpFert|VereadorCD,550.5,1,9
imposto,EmpMaq|PrefeitoAT,EmpMaq|PrefeitoAT,364.5,1,9
imposto,AgCD1|PrefeitoCD,EmpAgro,18.0,1,9
imposto,EmpMaq|PrefeitoAT,AgAT1,720.0,1,9
imposto,AgCD1|PrefeitoCD,AgCD1|PrefeitoCD,144.0,1,9
imposto,EmpMaq|PrefeitoAT,AgAT2,144.0,1,9
imposto,AgCD1|PrefeitoCD,AgCD2|FiscalCD,1080.0,1,9
imposto,EmpMaq|PrefeitoAT,AgAT3|VereadorAT,378.0,1,9
imposto,AgCD1|PrefeitoCD,AgCD3,72.0,1,9
imposto,EmpMaq|PrefeitoAT,EmpSem|FiscalAT,227.5,2,9
imposto,AgCD1|PrefeitoCD,EmpFert|VereadorCD,714.0,2,9
imposto,EmpMaq|PrefeitoAT,EmpMaq|PrefeitoAT,596.25,2,9
imposto,AgCD1|PrefeitoCD,EmpAgro,9.0,2,9
imposto,EmpMaq|PrefeitoAT,AgAT1,570.0,2,9
imposto,AgCD1|PrefeitoCD,AgCD1|PrefeitoCD,9.5,2,9
imposto,EmpMaq|PrefeitoAT,AgAT2,47.5,2,9
imposto,AgCD1|PrefeitoCD,AgCD2|FiscalCD,840.0,2,9
imposto,EmpMaq|PrefeitoAT,AgAT3|VereadorAT,906.75,2,9
imposto,AgCD1|PrefeitoCD,AgCD3,79.8,2,9
imposto,EmpMaq|PrefeitoAT,EmpSem|FiscalAT,118.75,3,9
imposto,EmpFert|PrefeitoCD,EmpFert|PrefeitoCD,446.25,3,9
imposto,EmpMaq|PrefeitoAT,EmpMaq|PrefeitoAT,278.75,3,9
imposto,EmpFert|PrefeitoCD,EmpAgro|FiscalCD,16.5,3,9
imposto,EmpMaq|PrefeitoAT,AgAT1,570.0,3,9
imposto,EmpFert|PrefeitoCD,AgCD1|VereadorCD,9.5,3,9
imposto,EmpMaq|PrefeitoAT,AgAT2|VereadorAT,9.5,3,9
imposto,EmpFert|PrefeitoCD,AgCD2,9.5,3,9
imposto,EmpMaq|PrefeitoAT,AgAT3,463125,3,9
imposto,EmpFert|PrefeitoCD,AgCD3,2394.0,3,9
imposto,EmpMaq|PrefeitoAT,EmpSem|FiscalAT,190.0,4,9
imposto,EmpFert|PrefeitoCD,EmpFert|PrefeitoCD,722.5,4,9
imposto,EmpMaq|PrefeitoAT,EmpMaq|PrefeitoAT,382.5,4,9
imposto,EmpFert|PrefeitoCD,EmpAgro|FiscalCD,102.5,4,9
imposto,EmpMaq|PrefeitoAT,AgAT1,570.0,4,9
imposto,EmpFert|PrefeitoCD,AgCD1|VereadorCD,380.0,4,9
imposto,EmpMaq|PrefeitoAT,AgAT2|VereadorAT,570.0,4,9
imposto,EmpFert|PrefeitoCD,AgCD2,570.0,4,9
imposto,EmpMaq|PrefeitoAT,AgAT3,1725.0,4,9
imposto,EmpFert|PrefeitoCD,AgCD3,1710.0,4,9
