rodada 1,,,,,
eleicao,Fiscal,Atlantis,AT2,,
eleicao,Prefeito,Atlantis,EmpSem,,
eleicao,Vereador,Atlantis,AT1,,
eleicao,Fiscal,Cidadela,CD1,,
eleicao,Prefeito,Cidadela,EmpFer,,
eleicao,Vereador,Cidadela,CD2,,
venda/aluguel,EmpSem,CD2,1,Hortalica,baixo
venda/aluguel,EmpFer,CD2,1,Super premium,baixo
venda/aluguel,EmpSem,CD2,2,Hortalica,baixo
venda/aluguel,EmpFer,CD2,2,Super premium,baixo
venda/aluguel,EmpSem,CD2,3,Hortalica,normal
venda/aluguel,EmpFer,CD2,3,Super premium,baixo
venda/aluguel,EmpSem,CD2,4,Hortalica,normal
venda/aluguel,EmpFer,CD2,4,Super premium,baixo
venda/aluguel,EmpSem,CD2,5,Hortalica,normal
venda/aluguel,EmpFer,CD2,5,Super premium,baixo
venda/aluguel,EmpSem,CD2,6,Hortalica,normal
venda/aluguel,EmpFer,CD2,6,Super premium,baixo
pedido para fiscal,CD2,fiscal CD1,pedir Selo Verde.,,
venda/aluguel,EmpSem,CD1,1,Arroz,normal
venda/aluguel,EmpFer,CD1,1,Comum,normal
venda/aluguel,EmpAgr,CD1,1,Comum,normal
venda/aluguel,EmpSem,CD1,2,Arroz,normal
venda/aluguel,EmpFer,CD1,2,Comum,normal
venda/aluguel,EmpAgr,CD1,2,Comum,normal
venda/aluguel,EmpSem,CD1,3,Arroz,normal
venda/aluguel,EmpFer,CD1,3,Comum,normal
venda/aluguel,EmpAgr,CD1,3,Comum,normal
venda/aluguel,EmpSem,CD1,4,Arroz,normal
venda/aluguel,EmpFer,CD1,4,Comum,normal
venda/aluguel,EmpAgr,CD1,4,Comum,normal
venda/aluguel,EmpSem,AT1,1,Arroz,normal
venda/aluguel,EmpFer,AT1,1,Super premium,baixo
venda/aluguel,EmpMaq,AT1,1,Maquinas 3,normal
venda/aluguel,EmpSem,AT1,2,Arroz,normal
venda/aluguel,EmpFer,AT1,2,Super premium,baixo
venda/aluguel,EmpMaq,AT1,2,Maquinas 3,normal
venda/aluguel,EmpSem,AT1,3,Arroz,normal
venda/aluguel,EmpFer,AT1,3,Super premium,baixo
venda/aluguel,EmpMaq,AT1,3,Maquinas 3,normal
venda/aluguel,EmpSem,AT1,4,Arroz,normal
venda/aluguel,EmpFer,AT1,4,Super premium,baixo
venda/aluguel,EmpAgr,AT1,4,Super premium,normal
venda/aluguel,EmpSem,AT1,5,Arroz,normal
venda/aluguel,EmpFer,AT1,5,Super premium,baixo
venda/aluguel,EmpAgr,AT1,5,Super premium,normal
venda/aluguel,EmpSem,AT1,6,Arroz,normal
venda/aluguel,EmpFer,AT1,6,Super premium,baixo
venda/aluguel,EmpAgr,AT1,6,Super premium,normal
venda/aluguel,EmpSem,AT2,1,Arroz,normal
venda/aluguel,EmpFer,AT2,1,Premium,normal
venda/aluguel,EmpMaq,AT2,1,Maquinas 2,normal
venda/aluguel,EmpSem,AT2,2,Arroz,normal
venda/aluguel,EmpFer,AT2,2,Premium,normal
venda/aluguel,EmpMaq,AT2,2,Maquinas 2,normal
venda/aluguel,EmpSem,AT2,3,Arroz,normal
venda/aluguel,EmpFer,AT2,3,Premium,normal
venda/aluguel,EmpMaq,AT2,3,Maquinas 2,normal
venda/aluguel,EmpSem,AT2,4,Arroz,normal
venda/aluguel,EmpFer,AT2,4,Premium,normal
venda/aluguel,EmpMaq,AT2,4,Maquinas 2,normal
venda/aluguel,EmpSem,AT2,5,Arroz,normal
venda/aluguel,EmpFer,AT2,5,Premium,normal
venda/aluguel,EmpAgr,AT2,5,Premium,normal
