rodada 1,,,,,
venda/aluguel,EmpSem,CD3,1,Hortalica,normal
venda/aluguel,EmpFer,CD3,1,Super premium,baixo
venda/aluguel,EmpSem,CD3,2,Hortalica,normal
venda/aluguel,EmpFer,CD3,2,Super premium,baixo
venda/aluguel,EmpSem,CD3,3,Hortalica,normal
venda/aluguel,EmpFer,CD3,3,Super premium,baixo
venda/aluguel,EmpSem,CD3,4,Hortalica,normal
venda/aluguel,EmpFer,CD3,4,Super premium,baixo
venda/aluguel,EmpSem,CD3,5,Hortalica,normal
venda/aluguel,EmpFer,CD3,5,Super premium,baixo
venda/aluguel,EmpSem,CD3,6,Hortalica,normal
venda/aluguel,EmpFer,CD3,6,Super premium,alto
venda/aluguel,EmpSem,CD1,1,Hortalica,normal
venda/aluguel,EmpFer,CD1,1,Super premium,baixo
venda/aluguel,EmpMaq,CD1,1,Maquinas 2,alto
venda/aluguel,EmpSem,CD1,2,Hortalica,normal
venda/aluguel,EmpFer,CD1,2,Super premium,baixo
venda/aluguel,EmpMaq,CD1,2,Maquinas 2,alto
venda/aluguel,EmpSem,AT1,1,Soja,normal
venda/aluguel,EmpFer,AT1,1,Super premium,baixo
venda/aluguel,EmpMaq,AT1,1,Maquinas 3,baixo
venda/aluguel,EmpSem,AT1,2,Soja,normal
venda/aluguel,EmpFer,AT1,2,Super premium,baixo
venda/aluguel,EmpMaq,AT1,2,Maquinas 3,baixo
venda/aluguel,EmpSem,AT1,3,Soja,normal
venda/aluguel,EmpFer,AT1,3,Super premium,baixo
venda/aluguel,EmpMaq,AT1,3,Maquinas 3,baixo
venda/aluguel,EmpSem,AT1,4,Soja,normal
venda/aluguel,EmpFer,AT1,4,Super premium,baixo
venda/aluguel,EmpMaq,AT1,4,Maquinas 3,baixo
venda/aluguel,EmpSem,AT1,5,Soja,normal
venda/aluguel,EmpFer,AT1,5,Super premium,baixo
venda/aluguel,EmpMaq,AT1,5,Maquinas 3,baixo
venda/aluguel,EmpSem,AT1,6,Soja,normal
venda/aluguel,EmpFer,AT1,6,Super premium,alto
venda/aluguel,EmpMaq,AT1,6,Maquinas 3,baixo
eleicao,Fiscal,Atlantis,EmpSem,,
eleicao,Prefeito,Atlantis,EmpMaq,,
